native_power,power,wind_dir,wind_speed,air_temp,SAP,air_density
10.56,0.66,1,1,1,1,1
10.58,0.66125,1,1,1,1,1
10.609,0.6630625,1,1,1,1,1
10.558,0.659875,1,1,1,1,1
10.382,0.648875,1,1,1,1,1
10.295,0.6434375,1,1,1,1,1
10.128,0.633,1,1,1,1,1
9.756,0.60975,1,1,1,1,1
9.382,0.586375,1,1,1,1,1
8.924,0.55775,1,1,1,1,1
8.312,0.5195,1,1,1,1,1
7.799,0.4874375,1,1,1,1,1
7.44,0.465,1,1,1,1,1
6.972,0.43575,1,1,1,1,1
6.712,0.4195,1,1,1,1,1
6.624,0.414,1,1,1,1,1
6.599,0.4124375,1,1,1,1,1
6.52,0.4075,1,1,1,1,1
6.393,0.3995625,1,1,1,1,1
6.258,0.391125,1,1,1,1,1
6.26,0.39125,1,1,1,1,1
6.146,0.384125,1,1,1,1,1
5.94,0.37125,1,1,1,1,1
